chr	start	end	strand	NM	intron	R9_01.txt	R9_02.txt	R9_03.txt	R9_04.txt	R9_05.txt	R9_06.txt	R9_07.txt	R9_08.txt	R9_09.txt	R9_10.txt	R9_11.txt	R9_12.txt	R9_13.txt	R9_14.txt	R9_15.txt	R9_16.txt	R9_17.txt	R9_18.txt	R9_19.txt	R9_20.txt
NC_000017.10	41228628	41231350	-	NM_007294	INTRON	123	138	102	243	196	168	115	179	74	144	85	14	35	334	110	238	54	79	110	235
NC_000013.10	32890528	32893213	-	NM_000059	INTRON	0	24	0	0	0	80	0	0	0	6	0	0	0	0	0	4	0	0	0	0
NC_000013.10	32929293	33057184	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
NC_000017.10	41243044	41243448	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
NC_000017.10	41199720	41201137	+	NM_007294	INTRON	25045	16757	9200	9592	3138	8910	654	1571	1241	1625	2410	1207	1186	2342	383	2015	1726	4217	1889	1464
NC_000017.10	41276047	41320200	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NC_000017.10	41247939	41249122	+	NM_007294	INTRON	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32969070	32971035	+	NM_000059	INTRON	0	0	1	5	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
NC_000013.10	32920987	32921014	+	NM_000059	INTRON	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41258550	41265236	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
NC_000013.10	32907524	32910039	-	NM_000059	INTRON	0	70	22	6	0	30	0	4	0	4	0	0	0	0	0	20	0	14	0	0
NC_000013.10	32940962	32950663	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
NC_000017.10	41228628	41242960	-	NM_007294	INTRON	0	1	0	0	0	34	0	0	0	3	0	0	0	0	3	90	1	0	0	70
NC_000017.10	41226539	41537890	-	NM_007294	INTRON	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32972344	32974091	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0
NC_000017.10	41243049	41249260	+	NM_007294	INTRON	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	231
NC_000017.10	41271282	41276033	+	NM_007294	INTRON	69	0	0	0	0	3	0	0	0	0	0	16	0	0	0	0	0	0	27	9
NC_000017.10	41276119	41277293	-	NM_007294	INTRON	81	11	57	98	50	31	0	70	0	58	20	82	46	0	7	79	53	70	0	41
NC_000017.10	41228581	41313582	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
NC_000017.10	41246143	41363907	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NC_000017.10	41201171	41234011	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
NC_000017.10	41223182	41226487	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
NC_000013.10	32931964	32937596	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
NC_000013.10	32971126	33156728	+	NM_000059	INTRON	1	2	0	1	0	1	1	0	0	2	0	2	0	2	0	2	1	0	3	0
NC_000013.10	32930619	33092820	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NC_000017.10	41226470	41352498	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
NC_000013.10	32945237	32949301	+	NM_000059	INTRON	0	0	0	0	0	23	0	0	0	0	0	0	0	10	0	11	0	27	0	0
NC_000013.10	32953927	32954173	-	NM_000059	INTRON	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0
NC_000013.10	32915331	32920962	+	NM_000059	INTRON	0	0	0	12	0	1	0	1	0	0	1	0	0	5	3	5	1	0	0	0
NC_000013.10	32899320	32900235	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
NC_000013.10	32904881	32937383	+	NM_000059	INTRON	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32900750	32903579	-	NM_000059	INTRON	692	1982	138	710	381	2253	162	218	25	291	192	134	0	76	30	78	159	370	38	0
NC_000017.10	41267796	41271137	+	NM_007294	INTRON	70	0	0	0	0	0	0	6	0	2	8	0	34	6	0	0	0	0	0	0
NC_000013.10	32944674	32975977	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NC_000017.10	41231416	41242960	+	NM_007294	INTRON	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41215968	41219471	-	NM_007294	INTRON	0	4	0	0	0	56	0	0	0	0	8	0	0	0	12	23	2	8	0	0
NC_000013.10	32954165	32954913	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NC_000017.10	41196591	41197678	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32953580	32981125	+	NM_000059	INTRON	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32944671	32945087	+	NM_000059	INTRON	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41243650	41243728	+	NM_007294	INTRON	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
NC_000013.10	32938232	32944538	+	NM_000059	INTRON	0	70	226	0	1	11	0	0	40	0	35	79	0	68	99	140	6	15	44	111
NC_000013.10	32945237	32946391	-	NM_000059	INTRON	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41258550	41267742	-	NM_007294	INTRON	11250	14505	5327	10238	4344	10507	6570	6329	1288	4938	2216	3401	1158	4849	7290	17003	5266	6360	5346	20069
NC_000017.10	41223098	41370045	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41187665	41197678	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0
NC_000017.10	41243616	41246768	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
NC_000017.10	41206416	41228504	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NC_000013.10	32929117	33147311	+	NM_000059	INTRON	1	3	0	0	0	0	0	2	0	1	0	1	0	0	0	2	0	0	0	0
NC_000013.10	32929425	32930224	+	NM_000059	INTRON	25	15	0	10	0	2	0	15	0	10	0	0	0	0	0	68	0	3	0	4
NC_000017.10	41251897	41256138	+	NM_007294	INTRON	5148	7264	1590	3041	1861	5431	176	651	604	1597	1799	736	599	883	50	485	1154	2345	295	487
NC_000013.10	32945185	33141459	+	NM_000059	INTRON	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41215967	41219624	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
NC_000017.10	41243645	41247862	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96
NC_000017.10	41219712	41221056	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28
NC_000013.10	32890663	32893213	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
NC_000017.10	41258550	41267746	+	NM_007294	INTRON	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41243048	41247862	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32953897	33177685	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
NC_000017.10	41199727	41201136	-	NM_007294	INTRON	30	29	9	8	40	48	23	67	4	47	9	40	0	135	40	39	1	3	4	0
NC_000013.10	32907514	32972919	+	NM_000059	INTRON	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32906468	32979039	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NC_000017.10	41226374	41354848	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NC_000017.10	41244363	41244405	-	NM_007294	INTRON	0	0	0	0	1	1	2	0	0	0	2	0	0	0	0	0	0	1	0	1
NC_000017.10	41276119	41277198	-	NM_007294	INTRON	0	65	0	0	0	0	0	0	0	0	0	0	0	0	12	65	18	11	0	0
NC_000017.10	41250300	41251791	-	NM_007294	INTRON	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32946504	32950806	+	NM_000059	INTRON	0	0	0	0	0	0	0	19	0	0	33	0	0	0	1	0	0	2	0	0
NC_000017.10	41246877	41247862	-	NM_007294	INTRON	7230	7634	2652	6160	4662	6750	4480	4574	1277	4089	4548	4873	962	1575	5047	8001	3519	3618	1224	3240
NC_000017.10	41276132	41322143	-	NR_027676	INTRON	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
NC_000013.10	32929425	32930203	-	NM_000059	INTRON	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41198898	41199659	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0
NC_000013.10	32913613	32927543	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
NC_000013.10	32893425	32898531	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
NC_000017.10	41199720	41201139	-	NM_007294	INTRON	22	15	4	10	1	3	0	5	2	0	4	5	2	4	0	2	4	1	4	4
NC_000017.10	41246424	41401266	+	NM_007294	INTRON	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41242986	41315883	-	NM_007294	INTRON	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41203467	41209068	-	NM_007294	INTRON	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
NC_000013.10	32937670	32950806	+	NM_000059	INTRON	0	0	0	16	0	24	11	0	0	0	0	0	0	0	150	1358	32	0	0	0
NC_000017.10	41267796	41267991	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
NC_000013.10	32937324	32944537	+	NM_000059	INTRON	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32888441	32899270	+	NM_000059	INTRON	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32918790	32920904	+	NM_000059	INTRON	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41226546	41228504	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
NC_000013.10	32906948	32946394	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41243488	41512043	+	NM_007294	INTRON	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
NC_000013.10	32900718	32994137	+	NM_000059	INTRON	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41199712	41243181	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
NC_000013.10	32936830	32937317	-	NM_000059	INTRON	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32904792	32950881	+	NM_000059	INTRON	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32953581	32981126	-	NM_000059	INTRON	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32945237	32950807	+	NM_000059	INTRON	1	2	0	3	0	0	0	9	1	20	2	7	2	14	1	1	5	1	1	3
NC_000013.10	32890664	32893213	+	NM_000059	INTRON	4990	21195	3936	11597	4104	8393	2912	9380	1240	29378	7340	21925	2048	8566	5895	13007	9447	14749	2994	12702
NC_000017.10	41243666	41246768	-	NM_007294	INTRON	0	0	0	0	1	0	20	0	0	0	2	0	0	6	0	0	0	0	0	0
NC_000017.10	41243666	41246760	+	NM_007294	INTRON	4	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32950928	32953453	+	NM_000059	INTRON	19278	49965	10103	34221	12003	25599	7128	27666	10393	62632	19128	50879	17469	54829	10941	42880	24410	47304	14345	28125
NC_000017.10	41276925	41277293	+	NR_027676	INTRON	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41197819	41203079	+	NM_007294	INTRON	135	0	0	44	9	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41196908	41273672	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0
NC_000013.10	32973177	33061203	-	NM_000059	INTRON	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41249306	41251791	-	NM_007294	INTRON	6607	7817	2563	5876	4372	6037	3214	3699	1295	4710	4458	4286	1309	3908	4310	6778	3943	3228	1905	8635
NC_000013.10	32936777	32937098	+	NM_000059	INTRON	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32964018	32968825	+	NM_000059	INTRON	0	0	0	31	0	35	0	0	0	0	0	0	0	0	0	35	0	0	0	93
NC_000017.10	41223026	41537530	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
NC_000017.10	41276780	41525069	-	NR_027676	INTRON	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NC_000013.10	32950931	32953456	+	NM_000059	INTRON	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32972407	33144293	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NC_000017.10	41215375	41219645	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
NC_000013.10	32890145	32890557	+	NM_000059	INTRON	0	33	0	0	0	0	0	0	15	0	8	0	26	0	0	58	0	0	0	0
NC_000017.10	41266258	41267742	-	NM_007294	INTRON	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41223024	41294249	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
NC_000017.10	41234592	41251791	-	NM_007294	INTRON	0	0	0	28	0	23	0	33	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41243548	41352501	-	NM_007294	INTRON	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41256973	41276033	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0
NC_000013.10	32953652	32953940	+	NM_000059	INTRON	17	0	0	0	0	7	0	27	0	130	0	103	0	0	0	12	8	8	14	0
NC_000017.10	41234505	41435162	-	NM_007294	INTRON	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32953899	33002716	-	NM_000059	INTRON	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0
NC_000017.10	41226406	41315180	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
NC_000013.10	32907100	32968952	+	NM_000059	INTRON	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41251871	41256159	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
NC_000017.10	41199729	41201138	-	NM_007294	INTRON	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0
NC_000017.10	41199695	41436692	-	NM_007294	INTRON	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32968959	33185343	-	NM_000059	INTRON	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32945132	32983917	-	NM_000059	INTRON	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41242370	41242960	-	NM_007294	INTRON	0	10	0	30	31	10	0	0	0	15	0	0	0	22	1	27	10	3	0	84
NC_000013.10	32937670	32944636	-	NM_000059	INTRON	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32953652	32953886	+	NM_000059	INTRON	12624	32941	10639	24619	6772	16519	5318	16897	5564	34745	11900	28246	9938	33169	7627	32932	14483	26994	10021	28118
NC_000013.10	32930597	33035321	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
NC_000017.10	41226453	41463612	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
NC_000013.10	32893462	32903579	-	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	4	0	0
NC_000017.10	41249603	41251791	+	NM_007294	INTRON	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32889031	32890558	+	NM_000059	INTRON	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32945237	32950805	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NC_000013.10	32936830	32937317	+	NM_000059	INTRON	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32929030	32991316	-	NM_000059	INTRON	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41243666	41251791	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0
NC_000013.10	32929230	32994702	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
NC_000017.10	41243049	41251791	-	NM_007294	INTRON	0	0	0	99	0	0	0	14	0	12	0	69	0	130	0	77	17	9	1392	854
NC_000013.10	32954159	33101853	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
NC_000017.10	41226538	41277287	+	NM_007294	INTRON	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32890664	32899212	+	NM_000059	INTRON	10	575	97	244	23	162	0	74	8	680	88	518	16	0	32	532	155	213	59	131
NC_000013.10	32954049	32954143	-	NM_000059	INTRON	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32929223	32970850	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NC_000013.10	32929473	32937539	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NC_000017.10	41267774	41318399	-	NM_007294	INTRON	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
NC_000013.10	32971181	32972722	-	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0
NC_000013.10	32945237	32950806	-	NM_000059	INTRON	8620	16251	3021	6734	2953	10522	459	2854	479	2248	2212	1983	947	1917	96	729	1558	4205	317	479
NC_000017.10	41256973	41277293	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0
NC_000017.10	41223061	41345550	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
NC_000013.10	32969015	33122690	+	NM_000059	INTRON	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0
NC_000017.10	41193373	41256140	-	NM_007294	INTRON	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32950927	32953453	+	NM_000059	INTRON	0	0	0	1	0	1	2	0	0	0	1	1	4	2	13	2	1	0	3	1
NC_000017.10	41234517	41291914	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NC_000013.10	32945226	32950804	+	NM_000059	INTRON	0	0	0	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32946600	32950806	+	NM_000059	INTRON	0	62	0	0	0	34	0	7	0	88	0	0	0	216	0	4	9	98	0	0
NC_000017.10	41266650	41267742	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
NC_000017.10	41203088	41363256	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
NC_000013.10	32954264	32976843	-	NM_000059	INTRON	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41234592	41331002	-	NM_007294	INTRON	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41203127	41203333	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NC_000013.10	32958168	32968825	+	NM_000059	INTRON	288	1322	23	435	67	594	59	221	132	304	191	347	117	1625	176	906	382	469	275	1138
NC_000013.10	32930695	33053902	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41243033	41505028	-	NM_007294	INTRON	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NC_000017.10	41256168	41467248	+	NM_007294	INTRON	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32937670	32944636	+	NM_000059	INTRON	0	101	0	0	0	0	0	0	0	79	0	0	0	0	0	6	0	2	0	0
NC_000017.10	41243464	41266695	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
NC_000017.10	41243032	41470455	+	NM_007294	INTRON	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NC_000013.10	32952119	32968869	+	NM_000059	INTRON	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32944675	32945948	-	NM_000059	INTRON	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32939660	32944538	+	NM_000059	INTRON	0	0	0	87	0	0	0	29	7	0	0	97	29	0	0	4	0	67	15	1
NC_000017.10	41249306	41519604	-	NM_007294	INTRON	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41256455	41256884	-	NM_007294	INTRON	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32929425	32930564	+	NM_000059	INTRON	13007	45841	9967	24463	7398	18424	5044	16257	5395	43606	13510	35173	9524	31511	13431	42104	16155	30159	8146	21718
NC_000017.10	41276123	41504002	+	NM_007294	INTRON	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32893014	32954234	+	NM_000059	INTRON	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
NC_000013.10	32945177	33037254	+	NM_000059	INTRON	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41196902	41273665	-	NM_007294	INTRON	0	0	0	2	0	0	0	5	0	4	5	0	0	0	1	0	0	1	0	0
NC_000013.10	32932054	33033286	+	NM_000059	INTRON	0	0	0	1	0	1	0	0	0	4	0	1	0	2	0	2	0	0	2	0
NC_000017.10	41251836	41445372	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
NC_000017.10	41215371	41243411	-	NM_007294	INTRON	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NC_000013.10	32953503	32968993	-	NM_000059	INTRON	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41201211	41202078	+	NM_007294	INTRON	0	37	0	0	0	55	0	0	0	0	0	0	0	0	0	26	33	61	0	92
NC_000013.10	32893462	32899212	-	NM_000059	INTRON	879	2568	411	947	475	2252	41	298	25	325	127	187	8	53	53	217	99	277	73	8
NC_000013.10	32890634	33090793	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
NC_000013.10	32932066	32936728	+	NM_000059	INTRON	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0
NC_000013.10	32936828	33174459	+	NM_000059	INTRON	0	0	0	2	0	0	0	0	0	2	0	4	0	1	3	4	0	6	0	0
NC_000013.10	32972361	33193106	+	NM_000059	INTRON	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41215363	41427909	+	NM_007294	INTRON	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32903633	32905055	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	1	0	0	0
NC_000017.10	41276133	41277299	-	NR_027676	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
NC_000013.10	32903629	32910401	-	NM_000059	INTRON	0	22	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41234570	41388376	+	NM_007294	INTRON	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32926081	32928997	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
NC_000013.10	32944675	33078722	+	NM_000059	INTRON	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
NC_000017.10	41256204	41362590	-	NM_007294	INTRON	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41243048	41243451	-	NM_007294	INTRON	0	0	0	4	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0
NC_000017.10	41215968	41277198	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0
NC_000017.10	41203134	41380819	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
