chr	start	end	strand	NM	intron	SAMPLE01_S12_L001_R.txt	SAMPLE02_S6_L001_R.txt	SAMPLE03_S8_L001_R.txt	SAMPLE04_S5_L001_R.txt	SAMPLE05_S2_L001_R.txt	SAMPLE06_S4_L001_R.txt	SAMPLE07_S1_L001_R.txt	SAMPLE08_S11_L001_R.txt	SAMPLE09_S16_L001_R.txt	SAMPLE10_S7_L001_R.txt	SAMPLE11_S15_L001_R.txt	SAMPLE12_S10_L001_R.txt	SAMPLE13_S20_L001_R.txt	SAMPLE14_S14_L001_R.txt	SAMPLE15_S18_L001_R.txt	SAMPLE16_S19_L001_R.txt	SAMPLE17_S17_L001_R.txt	SAMPLE18_S9_L001_R.txt	SAMPLE19_S13_L001_R.txt	SAMPLE20_S3_L001_R.txt
NC_000017.10	41210386	41215349	-	NM_007294	INTRON	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
NC_000017.10	41267796	41277287	-	NM_007294	INTRON	2	0	0	0	0	0	0	0	0	2	0	0	0	1	2	0	0	0	0	2
NC_000013.10	32900287	32900378	+	NM_000059	INTRON	11	12	8	19	14	2	4	47	9	5	4	5	17	6	20	17	9	9	24	0
NC_000013.10	32945237	32949450	+	NM_000059	INTRON	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0
NC_000013.10	32956366	33099177	-	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
NC_000017.10	41228628	41234420	-	NM_007294	INTRON	20	17	13	21	9	10	21	67	39	15	7	14	15	28	16	18	22	20	28	15
NC_000013.10	32937670	32944538	+	NM_000059	INTRON	39	45	22	32	37	15	30	109	29	37	40	38	36	50	60	64	43	15	90	29
NC_000017.10	41215390	41215890	+	NM_007294	INTRON	0	1	0	7	2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0
NC_000017.10	41201211	41201798	-	NM_007294	INTRON	0	0	0	0	0	2	0	0	0	4	0	0	3	0	0	0	1	0	0	0
NC_000017.10	41244156	41247862	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
NC_000013.10	32936830	32944538	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	6	0
NC_000017.10	41201158	41201179	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
NC_000013.10	32969070	32970127	+	NM_000059	INTRON	1	0	1	2	2	2	2	0	0	2	0	6	0	1	0	0	4	1	2	1
NC_000017.10	41209152	41209264	-	NM_007294	INTRON	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41243650	41246760	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0
NC_000013.10	32903629	32910401	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0
NC_000013.10	32969070	32971034	+	NM_000059	INTRON	92	51	50	69	50	38	54	150	63	84	58	45	55	76	69	74	59	41	101	48
NC_000013.10	32903629	32905055	+	NM_000059	INTRON	12	1	6	7	2	0	11	34	6	10	6	12	5	8	16	19	4	9	25	7
NC_000017.10	41258550	41262481	-	NM_007294	INTRON	0	0	0	1	0	1	2	1	0	1	0	0	0	1	2	1	0	1	2	0
NC_000017.10	41201211	41202078	-	NM_007294	INTRON	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	2
NC_000017.10	41215390	41215890	-	NM_007294	INTRON	135	62	62	96	80	50	99	286	97	117	47	70	62	109	114	98	79	101	168	77
NC_000017.10	41232343	41264237	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NC_000013.10	32945145	32950804	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
NC_000017.10	41223255	41234420	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41219712	41222944	-	NM_007294	INTRON	159	83	67	94	90	62	73	264	70	86	66	82	99	105	92	77	71	63	149	100
NC_000013.10	32932066	32936659	+	NM_000059	INTRON	28	10	3	26	8	18	31	56	17	23	21	23	34	19	27	34	21	13	50	23
NC_000017.10	41197819	41199659	-	NM_007294	INTRON	85	85	36	52	63	43	79	163	56	87	43	28	48	82	111	78	75	72	106	46
NC_000013.10	32890664	32893213	-	NM_000059	INTRON	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41243049	41249260	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	18	4
NC_000017.10	41246877	41249260	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	15	0	0	0	0
NC_000013.10	32899321	32899702	+	NM_000059	INTRON	0	0	0	0	0	0	2	0	2	0	0	0	0	0	1	0	0	0	0	0
NC_000013.10	32890664	32891918	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
NC_000017.10	41262597	41267742	-	NM_007294	INTRON	0	3	0	3	0	2	0	3	0	1	0	0	0	1	0	1	0	0	3	0
