chr	start	end	strand	NM	intron	LU_01.008.0483_LCL_mRNA_L1_S1..txt	LU_01.008.0483_LCL_totRNA_L1_S1..txt	LU_03.006.0289_LCL_mRNA_L1_S1..txt	LU_03.006.0289_LCL_totRNA_L1_S1..txt	LU_05.002.0176_LCL_mRNA_L1_S1..txt	LU_05.002.0176_LCL_totRNA_L1_S1..txt	LU_06.009.0425_LCL_mRNA_L1_S1..txt	LU_06.009.0425_LCL_totRNA_L1_S1..txt	LU_06.009.0916_RNA_LW_treat_mRNA_L1_S1..txt	LU_06.009.0916_RNA_LW_treat_totRNA_L1_S1..txt	LU_06.009.0916_RNA_LW_untr_mRNA_L1_S1..txt	LU_07.111.0075_LCL_mRNA_L1_S1..txt	LU_07.111.0075_LCL_totRNA_L1_S1..txt	LU_07.111.0085_RNA_MT_mRNA_L1_S1..txt	LU_07.111.0085_RNA_MT_totRNA_L1_S1..txt	LU_07.111.0097_RNA_MT_mRNA_L1_S1..txt	LU_07.111.0097_RNA_MT_totRNA_L1_S1..txt	LU_08.111.0021_LCL_mRNA_L1_S1..txt	LU_08.111.0021_LCL_totRNA_L1_S1..txt	LU_99.003.3193_RNA_MT_mRNA_L1_S1..txt	LU_99.003.3193_RNA_MT_totRNA_L1_S1..txt	LU_99.005.0355_LCL_mRNA_L1_S1..txt	LU_99.005.0355_LCL_totRNA_L1_S1..txt	LU_99.006.1923_LCL_totRNA_L1_S1..txt
NC_000013.10	32936799	33037503	+	NM_000059	INTRON	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32929425	32930651	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32900419	32900644	+	NM_000059	INTRON	0	0	0	2	0	0	0	0	0	0	0	0	23	0	0	0	13	0	4	0	29	0	0	0
NC_000017.10	41244452	41244486	-	NM_007294	INTRON	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41271282	41276033	-	NM_007294	INTRON	33	27	29	17	37	3	7	7	21	48	25	16	24	1	2	3	1	23	5	0	0	23	28	9
NC_000017.10	41197819	41199659	-	NM_007294	INTRON	6380	4079	6529	5392	1710	1825	4277	2964	3923	3650	1393	6860	8259	3594	2284	1780	3084	5725	5991	2679	2760	5589	5489	5540
NC_000013.10	32971144	33202350	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NC_000013.10	32922841	32928997	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0
NC_000017.10	41249291	41251806	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0
NC_000017.10	41276115	41277287	-	NM_007294	INTRON	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41262597	41267742	-	NM_007294	INTRON	71	87	99	49	45	60	25	19	35	66	36	151	175	32	25	49	79	94	95	7	37	76	76	73
NC_000013.10	32890664	32891918	+	NM_000059	INTRON	7	6	14	11	21	0	0	0	0	17	0	0	0	10	0	45	10	5	15	56	12	15	7	6
NC_000017.10	41226538	41226860	-	NM_007294	INTRON	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41223044	41260311	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
NC_000013.10	32912672	32953618	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41256235	41492212	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NC_000017.10	41272551	41547942	-	NM_007294	INTRON	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41187665	41201137	-	NM_007294	INTRON	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	7	0	0	0	0	0
NC_000017.10	41276132	41277389	-	NR_027676	INTRON	0	0	0	0	0	0	19	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32937670	32941790	+	NM_000059	INTRON	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32930745	32931857	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41246813	41247888	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0
NC_000017.10	41223253	41234418	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32940727	32968825	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NC_000017.10	41223078	41527468	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
NC_000013.10	32893309	32977592	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NC_000013.10	32906581	32914973	+	NM_000059	INTRON	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41276132	41276412	-	NM_007294	INTRON	38	0	20	1	1	33	0	0	11	26	6	14	1	160	4	0	45	21	16	22	0	3	10	8
NC_000017.10	41209152	41210265	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
NC_000017.10	41188432	41197678	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	6	0	0	0	0	7	0	0
NC_000013.10	32890587	32937647	+	NM_000059	INTRON	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32944651	33217803	+	NM_000059	INTRON	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32918790	32928997	+	NM_000059	INTRON	7	0	0	0	13	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41228631	41234420	+	NM_007300	INTRON	2	0	0	1	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32893462	32899216	+	NM_000059	INTRON	79	75	116	114	28	45	156	56	6	85	0	153	112	56	25	18	61	229	116	31	28	131	134	82
NC_000017.10	41228518	41228563	-	NM_007298	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
NC_000013.10	32930610	33063785	+	NM_000059	INTRON	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32907524	32920963	+	NM_000059	INTRON	18	5	51	10	37	24	0	0	0	0	0	33	10	19	10	83	0	9	5	13	42	14	0	79
NC_000013.10	32889282	32899212	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	1	0	0	0	0
NC_000017.10	41223253	41226347	-	NM_007294	INTRON	0	14	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	28	0	20
NC_000017.10	41276132	41277287	-	NR_027676	INTRON	3074	2495	3008	2750	1803	1522	1777	1553	824	2308	174	3218	4369	1921	1412	913	1704	2608	3225	1369	1685	2577	2857	3069
NC_000013.10	32915443	32931945	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
NC_000017.10	41228611	41451063	-	NM_007298	INTRON	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41215709	41215916	-	NM_007294	INTRON	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32945237	32950806	+	NM_000059	INTRON	15224	8428	23656	9791	12968	6306	15101	6895	7655	6563	2541	23416	14001	7311	2443	7141	4462	27336	11649	6810	3978	17108	9743	13005
NC_000013.10	32900280	32900407	+	NM_000059	INTRON	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32903629	32905055	-	NM_000059	INTRON	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32907524	32950806	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41199728	41201136	-	NM_007294	INTRON	43	28	54	9	0	0	52	21	75	51	29	36	53	0	9	14	42	24	46	22	0	74	69	11
NC_000013.10	32944694	32949450	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0
NC_000017.10	41219712	41228504	-	NM_007294	INTRON	0	8	19	11	16	0	13	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	10	0
NC_000017.10	41244156	41245872	-	NM_007294	INTRON	11	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41202050	41203079	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41245515	41322472	-	NM_007294	INTRON	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41196902	41212169	-	NM_007294	INTRON	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41226469	41226490	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0
NC_000017.10	41276139	41353784	-	NR_027676	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NC_000013.10	32930572	32930652	+	NM_000059	INTRON	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32890591	32953937	+	NM_000059	INTRON	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
NC_000013.10	32921033	32927704	+	NM_000059	INTRON	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41203134	41203267	-	NM_007294	INTRON	5	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41209152	41277287	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41234589	41242251	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	17	0	5	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41243645	41246760	-	NM_007294	INTRON	0	0	0	2	0	0	0	0	0	0	0	9	0	34	0	1	0	0	12	0	0	0	0	0
NC_000017.10	41203108	41209114	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
NC_000017.10	41276056	41277287	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41243770	41493974	-	NM_007294	INTRON	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32890664	32893219	+	NM_000059	INTRON	6	0	0	5	0	0	0	0	0	8	0	8	0	0	0	0	0	0	0	0	0	0	4	0
NC_000017.10	41215373	41215930	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
NC_000013.10	32932054	32936800	+	NM_000059	INTRON	16	5	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	10	0	0	0	5	0	0
NC_000017.10	41246016	41353462	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32946595	32950806	+	NM_000059	INTRON	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41245731	41245791	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41276132	41276753	+	NM_007294	INTRON	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41267796	41271137	-	NM_007294	INTRON	19	31	34	20	64	19	36	6	27	14	2	25	42	15	4	0	27	29	14	9	51	39	14	14
NC_000017.10	41215959	41223025	-	NM_007294	INTRON	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32969070	32970133	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
NC_000017.10	41256278	41256893	-	NM_007294	INTRON	48	13	26	34	14	25	36	12	0	79	0	91	34	1	16	22	0	34	0	26	0	73	32	16
NC_000013.10	32936679	32944603	+	NM_000059	INTRON	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	20	1	0	0	0
NC_000013.10	32936679	32954167	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
NC_000017.10	41258550	41262143	-	NM_007294	INTRON	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41209152	41215373	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
NC_000017.10	41223210	41223234	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	76	0	0	0
NC_000013.10	32954264	32964663	-	NM_000059	INTRON	0	0	0	2	0	0	0	4	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41276039	41320192	-	NM_007294	INTRON	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32953652	32953887	+	NM_000059	INTRON	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NC_000017.10	41256278	41258472	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41276132	41276544	-	NM_007294	INTRON	0	0	0	6	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
NC_000013.10	32970818	33222424	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
NC_000017.10	41243827	41247862	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32905167	32906408	-	NM_000059	INTRON	0	0	4	0	0	0	1	0	0	5	0	1	6	0	0	0	14	0	0	3	0	0	0	0
NC_000013.10	32954282	32967164	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32970446	32975988	-	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41276132	41321773	-	NR_027676	INTRON	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41267796	41277198	-	NM_007294	INTRON	13	14	16	2	0	0	1	0	0	34	30	9	0	10	2	0	0	6	0	0	0	0	6	16
NC_000017.10	41234629	41242960	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	26	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41203134	41294301	-	NM_007294	INTRON	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32888526	32945163	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
NC_000017.10	41201211	41202241	-	NM_007294	INTRON	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32907524	32910401	-	NM_000059	INTRON	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
NC_000017.10	41215948	41246420	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0
NC_000017.10	41197735	41197757	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
NC_000017.10	41276119	41322142	-	NM_007294	INTRON	0	3	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41247939	41277287	-	NM_007294	INTRON	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41223111	41226358	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33
NC_000013.10	32899321	32903583	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0
NC_000017.10	41229099	41231350	-	NM_007300	INTRON	4	0	0	1	0	0	0	0	15	0	0	0	8	0	1	0	0	4	10	0	0	10	0	10
NC_000013.10	32899321	32918694	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	16	0	0	0	0
NC_000017.10	41219624	41222944	-	NM_007294	INTRON	0	0	7	4	0	0	0	0	0	0	0	0	16	0	0	0	0	0	11	0	1	0	0	0
NC_000017.10	41219712	41222875	-	NM_007294	INTRON	1	17	0	29	20	27	42	35	24	39	0	55	86	0	46	10	0	36	46	27	27	65	65	53
NC_000013.10	32918788	32920953	+	NM_000059	INTRON	0	11	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	6	0	0	0	0	0	0
NC_000017.10	41197819	41199654	-	NM_007294	INTRON	14	8	14	21	0	0	3	11	0	6	0	11	35	0	13	0	11	8	3	0	0	3	19	24
NC_000013.10	32900680	32903579	+	NM_000059	INTRON	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
NC_000013.10	32910161	32910401	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
NC_000013.10	32924595	32953928	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41249603	41251791	-	NR_027676	INTRON	19	28	13	12	21	23	9	3	19	13	0	39	37	0	0	0	0	30	12	0	0	18	52	29
NC_000013.10	32900750	32903528	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0
NC_000017.10	41267789	41276033	-	NM_007294	INTRON	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41201211	41234420	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23
NC_000017.10	41249321	41251790	-	NR_027676	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	8	0	0
NC_000017.10	41244156	41277287	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41256973	41258472	+	NM_007294	INTRON	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0	0	3	1	0	1	1	0	0
NC_000013.10	32936702	33001305	+	NM_000059	INTRON	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32906497	32910631	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
NC_000017.10	41243049	41247862	-	NM_007294	INTRON	34	11	35	7	0	14	0	0	691	641	281	0	21	72	42	1	39	15	21	52	103	0	20	0
NC_000017.10	41246877	41247454	-	NM_007294	INTRON	0	0	0	0	0	0	12	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32905167	32906398	+	NM_000059	INTRON	6	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32946136	32953849	-	NM_000059	INTRON	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41234589	41247862	-	NM_007294	INTRON	0	0	10	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41203088	41363256	-	NM_007294	INTRON	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32937526	32945173	+	NM_000059	INTRON	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41228517	41531814	-	NM_007298	INTRON	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32944694	33088004	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NC_000017.10	41226414	41294839	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32937670	32944487	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0
NC_000013.10	32958509	32968825	+	NM_000059	INTRON	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
NC_000017.10	41228631	41233765	-	NM_007300	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
NC_000013.10	32918791	32920989	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0
NC_000017.10	41215968	41219625	-	NM_007294	INTRON	9	5	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	7	46	0	7	0
NC_000017.10	41256973	41276033	-	NM_007294	INTRON	8	9	0	18	0	20	9	3	0	0	0	12	34	0	8	67	0	0	9	0	13	0	6	94
NC_000013.10	32900287	32903577	+	NM_000059	INTRON	2	1	0	1	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	1	0	0	0
NC_000013.10	32886596	32954198	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
NC_000013.10	32917667	32954258	+	NM_000059	INTRON	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32969070	32971034	-	NM_000059	INTRON	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	18	0	0
NC_000017.10	41256903	41273574	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	30	0	0	0
NC_000017.10	41197819	41199659	+	NM_007294	INTRON	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
NC_000017.10	41243520	41246760	-	NM_007294	INTRON	0	11	0	0	0	0	13	0	0	0	0	6	0	0	9	0	0	0	0	0	0	0	0	27
NC_000013.10	32972376	33167586	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
NC_000013.10	32954277	32957169	+	NM_000059	INTRON	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0
NC_000013.10	32954282	32958634	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32954230	32968857	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32937670	32944538	+	NM_000059	INTRON	13529	6945	19285	9717	11612	6185	14580	7281	6782	5165	1792	17807	13597	8924	3087	5955	6416	21238	11747	10771	6440	14371	9987	12933
NC_000017.10	41256239	41256957	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0
NC_000013.10	32921033	32928964	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0
NC_000013.10	32929722	32930484	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32920989	32928997	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0
NC_000013.10	32919379	32920963	+	NM_000059	INTRON	9	28	34	15	46	23	62	2	0	13	0	59	23	0	0	35	0	97	34	0	24	0	0	0
NC_000013.10	32944694	32949479	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	451	208	0	0	0
NC_000017.10	41223255	41234420	-	NM_007294	INTRON	0	3	34	26	0	13	11	5	58	11	0	47	25	0	0	0	25	32	20	17	62	44	8	22
NC_000017.10	41215390	41215892	-	NM_007294	INTRON	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NC_000013.10	32964999	32968825	+	NM_000059	INTRON	8	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	10	0	0	2	0
NC_000013.10	32893462	32903579	+	NM_000059	INTRON	13	11	71	18	0	0	28	2	0	1	0	4	9	11	6	24	0	35	16	0	26	40	23	63
NC_000017.10	41228631	41234420	-	NM_007300	INTRON	11586	8906	15515	11802	7249	7364	8427	5735	7932	10478	1583	16486	19459	7387	5404	3861	6287	15246	13418	6516	6379	12460	12068	11971
NC_000017.10	41243520	41247862	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	17	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41228628	41231350	-	NM_007294	INTRON	133	142	263	113	65	42	100	51	159	176	42	125	138	245	118	138	131	108	88	106	118	161	103	83
NC_000017.10	41215920	41396297	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41199720	41201137	+	NM_007294	INTRON	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
NC_000013.10	32972349	32972428	+	NM_000059	INTRON	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41276047	41320200	-	NM_007294	INTRON	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NC_000017.10	41201212	41209070	-	NM_007294	INTRON	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
