chr	start	end	strand	NM	intron	RunCaen.txt	RunDouglas.txt	RunInge.txt	RunKvist.txt	RunLogan.txt	RunMthomassen.txt	RunPetra.txt	RunRachid.txt	RunRien.txt	RunVohansen.txt
NC_000017.10	41223255	41226358	-	NM_007294	INTRON	55	0	0	0	0	0	2	0	0	0
NC_000017.10	41251878	41404013	-	NR_027676	INTRON	0	0	0	0	0	0	0	3	0	0
NC_000017.10	41228631	41242251	-	NM_007300	INTRON	0	2	0	0	0	0	0	62	0	0
NC_000013.10	32890664	32900237	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	18	0
NC_000017.10	41258482	41276199	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	24	0
NC_000013.10	32907524	32920963	-	NM_000059	INTRON	0	0	0	0	0	0	0	0	33	0
NC_000017.10	41213832	41222180	-	NR_027676	INTRON	0	0	0	0	0	1	0	0	0	0
NC_000017.10	41215390	41219624	-	NM_007294	INTRON	0	0	2	1	0	0	0	0	0	0
NC_000013.10	32915330	32918692	+	NM_000059	INTRON	1	0	0	0	0	0	0	0	0	0
NC_000013.10	32945237	32950806	+	NM_000059	INTRON	11729	53	11	2541	154	43	324	0	2481	22
NC_000017.10	41256278	41256402	-	NM_007294	INTRON	0	0	0	0	0	0	1	0	0	0
NC_000017.10	41231416	41234420	-	NM_007300	INTRON	201	4	8	44	0	2	14	122	154	1
NC_000017.10	41201917	41203079	-	NM_007294	INTRON	0	0	1	0	0	0	0	0	0	0
NC_000017.10	41251897	41256138	-	NM_007297	INTRON	2095	34	18	2295	118	56	354	0	1010	93
NC_000013.10	32903629	32905055	-	NM_000059	INTRON	54	0	0	0	0	0	0	0	1290	0
NC_000017.10	41276119	41276753	-	NR_027676	INTRON	0	0	0	0	0	0	0	0	0	1
NC_000017.10	41199728	41201136	-	NM_007294	INTRON	118	0	0	29	0	0	0	0	0	0
NC_000013.10	32953652	32953886	-	NM_000059	INTRON	277	0	0	0	0	0	0	0	1613	0
NC_000013.10	32950922	32954058	-	NM_000059	INTRON	0	0	0	0	0	1	0	0	0	0
NC_000013.10	32900287	32900378	-	NM_000059	INTRON	80	0	0	0	0	0	4	0	1314	0
NC_000017.10	41277342	41516273	+	NM_007294	INTRON	1	0	0	0	0	0	0	0	0	0
NC_000017.10	41199717	41201135	-	NM_007294	INTRON	1	0	0	0	0	0	0	0	0	0
NC_000013.10	32953594	33136466	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	1	0
NC_000013.10	32890664	32903579	+	NM_000059	INTRON	0	0	0	0	0	1	2	0	0	0
NC_000017.10	41199685	41292282	-	NM_007294	INTRON	1	0	0	0	0	0	0	0	0	0
NC_000013.10	32900419	32900635	-	NM_000059	INTRON	85	0	0	0	0	0	2	0	1595	0
NC_000017.10	41228628	41242960	+	NM_007294	INTRON	0	0	0	0	0	0	0	18	0	0
NC_000013.10	32929425	32930564	-	NM_000059	INTRON	142	0	0	0	0	0	0	0	486	0
NC_000017.10	41209152	41219624	-	NM_007294	INTRON	0	0	1	0	0	0	0	0	0	0
NC_000013.10	32905104	32907255	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	11	0
NC_000017.10	41219712	41222945	-	NM_007294	INTRON	24	0	0	0	0	0	0	0	0	0
NC_000017.10	41203116	41234532	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	4	0
NC_000017.10	41276119	41277293	+	NM_007294	INTRON	3	0	0	0	0	0	0	0	47	0
NC_000013.10	32971087	33232153	+	NM_000059	INTRON	1	0	0	0	0	0	0	0	0	0
NC_000013.10	32905166	32906408	+	NM_000059	INTRON	7	0	0	0	0	0	0	0	0	0
NC_000013.10	32958168	32968825	-	NM_000059	INTRON	31	0	0	0	0	0	0	0	51	0
NC_000017.10	41209152	41210240	-	NM_007294	INTRON	0	0	0	10	0	0	1	0	0	0
NC_000017.10	41247939	41251791	-	NM_007294	INTRON	0	0	2	0	0	2	1	11	0	0
NC_000013.10	32899321	32900237	+	NM_000059	INTRON	1636	4	3	483	166	19	300	0	598	46
NC_000013.10	32953927	32954058	-	NM_000059	INTRON	55	3	0	77	0	2	0	0	0	0
NC_000017.10	41243049	41246760	+	NM_007294	INTRON	130	0	0	0	0	0	0	521	2	0
NC_000013.10	32930746	32931878	-	NM_000059	INTRON	15	0	0	0	0	0	0	0	826	0
NC_000017.10	41243458	41358699	-	NM_007294	INTRON	1	0	0	0	0	0	0	0	0	0
NC_000013.10	32915333	32918694	+	NM_000059	INTRON	4821	19	7	1344	103	26	161	0	840	31
NC_000017.10	41245536	41258494	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	10	0
NC_000017.10	41243650	41249260	+	NM_007294	INTRON	0	0	0	0	0	0	0	78	0	0
NC_000013.10	32907524	32910401	+	NM_000059	INTRON	2343	4	4	732	978	9	175	0	874	10
NC_000017.10	41215968	41228504	-	NM_007294	INTRON	0	0	2	0	0	0	0	0	0	0
NC_000017.10	41276132	41276753	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	673	0
NC_000013.10	32907219	32907309	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	18	0
NC_000017.10	41267796	41271137	-	NR_027676	INTRON	0	0	0	2	0	0	1	0	0	5
NC_000013.10	32899321	32900378	+	NM_000059	INTRON	34	0	0	0	0	0	6	0	42	0
NC_000017.10	41258549	41267742	+	NM_007294	INTRON	1	0	0	0	0	0	0	0	0	0
NC_000013.10	32918789	32920963	+	NM_000059	INTRON	4	0	0	0	0	0	0	0	0	0
NC_000017.10	41226538	41234420	+	NM_007294	INTRON	2	0	0	0	0	0	0	0	0	0
NC_000017.10	41276131	41277293	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	2	0
NC_000017.10	41256278	41256893	-	NM_007294	INTRON	8	0	0	0	0	0	1	0	0	0
NC_000017.10	41228631	41242960	-	NM_007300	INTRON	0	0	0	14	0	0	2	130	0	0
NC_000013.10	32893462	32899212	+	NM_000059	INTRON	1597	4	0	380	0	16	239	0	574	31
NC_000017.10	41242973	41246657	+	NM_007294	INTRON	0	0	0	0	0	0	0	46	0	0
NC_000013.10	32932020	32944679	+	NM_000059	INTRON	1	0	0	0	0	0	0	0	0	0
NC_000017.10	41258550	41267742	+	NM_007294	INTRON	1204	0	0	0	0	0	0	0	1927	0
NC_000017.10	41215968	41222944	-	NM_007294	INTRON	89	1	0	38	0	0	6	0	30	0
NC_000017.10	41276132	41277293	+	NR_027676	INTRON	140	0	0	0	0	0	0	0	1647	0
NC_000013.10	32906417	32925543	+	NM_000059	INTRON	1	0	0	0	0	0	0	0	0	0
NC_000013.10	32971181	32972274	+	NM_000059	INTRON	2	0	0	0	0	0	0	0	0	0
NC_000017.10	41276132	41322897	-	NR_027676	INTRON	18	0	0	0	0	0	0	0	0	0
NC_000017.10	41258515	41504033	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	6	0
NC_000017.10	41258501	41456221	+	NM_007294	INTRON	1	0	0	0	0	0	0	0	0	0
NC_000013.10	32926347	32928997	+	NM_000059	INTRON	0	0	1	0	0	0	0	0	0	0
NC_000013.10	32953652	32953887	+	NM_000059	INTRON	5	0	0	0	0	0	0	0	0	0
NC_000013.10	32954282	32958029	+	NM_000059	INTRON	289	0	0	87	0	1	4	0	0	0
NC_000017.10	41276046	41300821	-	NM_007294	INTRON	1	0	0	0	0	0	0	0	0	0
NC_000017.10	41276132	41321183	+	NR_027676	INTRON	0	0	0	0	0	0	0	0	3	0
NC_000017.10	41197554	41199680	-	NM_007294	INTRON	4	0	0	0	0	0	0	0	0	0
NC_000013.10	32905167	32906408	-	NM_000059	INTRON	50	0	0	0	0	0	4	0	1093	0
NC_000017.10	41209152	41215349	+	NM_007294	INTRON	2118	0	0	26	0	0	0	0	1450	0
NC_000017.10	41249154	41249260	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	3	0
NC_000017.10	41276132	41321773	-	NR_027676	INTRON	0	0	0	0	0	0	0	0	1	0
NC_000017.10	41249305	41251791	-	NM_007294	INTRON	2	0	0	0	0	0	0	0	0	0
NC_000017.10	41267796	41277198	-	NM_007294	INTRON	0	0	0	30	0	0	0	0	0	0
NC_000013.10	32954157	33309716	+	NM_000059	INTRON	1	0	0	0	0	0	0	0	0	0
NC_000013.10	32918790	32920185	+	NM_000059	INTRON	7	0	0	0	0	0	0	0	0	0
NC_000017.10	41234629	41242960	-	NM_007294	INTRON	10	0	0	0	0	0	0	0	0	0
NC_000013.10	32900750	32920963	+	NM_000059	INTRON	0	0	0	0	0	0	2	0	0	0
NC_000013.10	32907524	32910401	-	NM_000059	INTRON	0	0	0	0	0	0	0	0	1059	0
NC_000013.10	32949543	32950806	-	NM_000059	INTRON	29	0	0	0	0	0	0	0	20	0
NC_000017.10	41243049	41246768	+	NM_007294	INTRON	0	0	0	0	0	0	0	1	0	0
NC_000017.10	41258550	41276033	-	NM_007294	INTRON	146	0	0	6	0	0	2	0	66	0
NC_000017.10	41215968	41219624	-	NR_027676	INTRON	18280	80	36	5761	114	55	558	0	2351	85
NC_000013.10	32954264	32977286	-	NM_000059	INTRON	18	0	0	2	0	1	0	0	0	0
NC_000013.10	32954282	32957175	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	1
NC_000017.10	41196425	41234534	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	3	0
NC_000013.10	32971181	32972298	-	NM_000059	INTRON	377	0	0	0	0	0	0	0	598	0
NC_000017.10	41226509	41228504	-	NM_007294	INTRON	27	0	0	0	0	0	0	0	0	0
NC_000017.10	41249306	41251791	+	NM_007294	INTRON	446	0	0	0	0	0	0	1763	1377	0
NC_000017.10	41209103	41209125	-	NM_007294	INTRON	0	0	0	0	0	0	2	0	0	0
NC_000017.10	41203134	41209068	+	NM_007294	INTRON	1477	0	0	0	0	0	8	0	1247	0
NC_000017.10	41243650	41251791	+	NM_007294	INTRON	26	0	0	0	0	0	0	44	0	0
NC_000017.10	41210383	41215349	-	NM_007294	INTRON	5	0	0	6	0	0	0	0	0	0
NC_000013.10	32945237	32949717	+	NM_000059	INTRON	0	0	0	1	0	0	0	0	0	0
NC_000013.10	32949840	32950808	+	NM_000059	INTRON	1	0	0	0	0	0	0	0	0	0
NC_000017.10	41276132	41277198	+	NM_007294	INTRON	4	0	0	0	0	0	0	0	470	0
NC_000017.10	41273603	41276901	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	5	0
NC_000013.10	32890528	32893213	+	NM_000059	INTRON	22	0	0	9	0	0	1	0	0	0
NC_000013.10	32949840	32950806	+	NM_000059	INTRON	63	0	0	37	0	0	0	0	0	0
NC_000017.10	41219712	41222875	-	NM_007294	INTRON	43	0	0	0	0	0	0	0	0	0
NC_000013.10	32953652	32953937	+	NM_000059	INTRON	50	0	2	0	0	1	1	0	0	0
NC_000017.10	41243049	41251791	+	NM_007294	INTRON	28	0	0	0	0	0	0	1578	246	0
NC_000013.10	32941957	32944538	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	2
NC_000017.10	41219712	41222944	+	NM_007294	INTRON	2996	0	0	0	0	0	0	0	1134	0
NC_000017.10	41197819	41199654	-	NR_027676	INTRON	44	0	0	0	0	0	0	0	0	9
NC_000017.10	41223093	41519523	-	NM_007294	INTRON	1	0	0	0	0	0	0	0	0	0
NC_000017.10	41276119	41277287	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	69	0
NC_000017.10	41193652	41228565	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	1	0
NC_000017.10	41249603	41251791	-	NR_027676	INTRON	0	0	0	0	0	0	3	0	0	0
NC_000017.10	41243043	41251785	+	NM_007294	INTRON	0	0	0	0	0	0	0	4	1	0
NC_000017.10	41196565	41203106	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	4	0
NC_000013.10	32945132	32998190	+	NM_000059	INTRON	1	0	0	0	0	0	0	0	0	0
NC_000013.10	32938153	32944538	+	NM_000059	INTRON	0	0	0	62	0	1	0	0	0	0
NC_000017.10	41247939	41249260	-	NR_027676	INTRON	1544	18	22	1296	34	21	310	1319	1507	60
NC_000017.10	41199720	41201138	-	NM_007294	INTRON	6	0	0	0	0	0	0	0	0	0
NC_000017.10	41251893	41256138	-	NM_007294	INTRON	1	0	0	0	0	0	0	0	0	0
NC_000013.10	32889282	32890558	-	NM_000059	INTRON	0	0	0	0	0	0	0	0	55	0
NC_000017.10	41256973	41258472	+	NM_007294	INTRON	633	0	0	0	0	0	0	0	1105	0
NC_000017.10	41219712	41222879	-	NM_007294	INTRON	0	0	0	0	0	0	1	0	0	0
NC_000013.10	32944694	32945092	-	NM_000059	INTRON	223	0	0	0	0	0	0	0	1654	0
NC_000017.10	41223255	41226347	-	NR_027676	INTRON	10991	101	58	4542	152	59	486	0	1758	120
NC_000017.10	41243049	41247862	-	NR_027676	INTRON	233	1	10	281	0	4	19	1082	1	5
NC_000017.10	41277322	41411321	-	NR_027676	INTRON	1	0	0	0	0	0	0	0	0	0
NC_000017.10	41228631	41231350	-	NR_027676	INTRON	102	3	3	79	0	4	6	100	77	2
NC_000017.10	41234592	41242960	-	NR_027676	INTRON	8378	57	42	2307	1094	44	263	5033	1274	50
NC_000017.10	41249606	41251791	-	NR_027676	INTRON	0	0	0	24	0	0	2	7	0	0
NC_000013.10	32930746	32931922	+	NM_000059	INTRON	10	0	2	0	0	1	0	0	0	0
NC_000017.10	41197700	41411548	-	NM_007294	INTRON	1	0	0	0	0	0	0	0	0	0
NC_000013.10	32900419	32903579	+	NM_000059	INTRON	0	0	1	0	0	0	0	0	0	0
NC_000017.10	41276083	41542151	-	NM_007294	INTRON	3	0	0	0	0	0	0	0	0	0
NC_000013.10	32958168	32971034	+	NM_000059	INTRON	108	0	0	0	0	0	0	0	0	0
NC_000017.10	41197819	41199654	+	NM_007294	INTRON	13	0	0	0	0	0	0	0	0	0
NC_000017.10	41256455	41256884	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	3	0
NC_000017.10	41246877	41256138	-	NM_007294	INTRON	0	0	0	0	0	0	1	0	0	0
NC_000013.10	32945237	32949218	+	NM_000059	INTRON	0	0	1	0	0	0	0	0	0	0
NC_000017.10	41215388	41215889	-	NM_007294	INTRON	13	0	0	0	0	0	0	0	0	0
NC_000017.10	41243650	41247862	+	NM_007294	INTRON	17	0	0	0	0	0	0	59	63	0
NC_000017.10	41247939	41251791	+	NM_007294	INTRON	0	0	0	0	0	0	0	4	0	0
NC_000017.10	41199720	41203079	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	106	0
NC_000017.10	41267796	41277287	+	NM_007294	INTRON	33	0	0	0	0	0	0	0	0	0
NC_000017.10	41226538	41242960	+	NM_007294	INTRON	16	0	0	0	0	0	0	0	0	0
NC_000017.10	41249306	41249509	-	NM_007294	INTRON	4	0	0	11	0	0	1	14	0	0
NC_000017.10	41202207	41203079	-	NM_007294	INTRON	8	0	4	0	0	0	1	0	0	0
NC_000017.10	41223022	41294032	-	NM_007294	INTRON	1	0	0	0	0	0	0	0	0	0
NC_000013.10	32890145	32890557	-	NM_000059	INTRON	0	0	0	0	0	0	0	0	6	0
NC_000017.10	41242973	41246657	-	NM_007294	INTRON	0	0	0	0	0	0	0	48	0	0
NC_000017.10	41243049	41243451	+	NM_007294	INTRON	525	0	0	0	0	0	0	541	1530	0
NC_000017.10	41256973	41276033	-	NM_007294	INTRON	3	1	0	0	0	0	0	0	0	0
NC_000017.10	41251878	41404013	+	NR_027676	INTRON	0	0	0	0	0	0	0	4	0	0
NC_000013.10	32945237	32949479	-	NM_000059	INTRON	13	0	0	0	0	0	0	0	0	0
NC_000013.10	32932066	32944538	+	NM_000059	INTRON	50	0	1	0	0	0	0	0	0	0
NC_000013.10	32937375	33081584	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	1	0
NC_000017.10	41210386	41215349	-	NM_007294	INTRON	0	0	0	4	0	0	0	0	0	0
NC_000013.10	32904792	32950883	+	NM_000059	INTRON	2	0	0	0	0	0	0	0	0	0
NC_000017.10	41246877	41251791	+	NM_007294	INTRON	10	0	0	0	0	0	0	155	97	0
NC_000017.10	41234591	41242960	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	1	0
NC_000013.10	32932066	32936659	-	NM_000059	INTRON	232	0	0	0	0	0	0	0	802	0
NC_000017.10	41226386	41405083	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	8	0
NC_000013.10	32945237	32949450	+	NM_000059	INTRON	179	0	0	16	0	1	0	0	0	0
NC_000017.10	41228631	41242251	+	NM_007300	INTRON	0	0	0	0	0	0	0	73	0	0
NC_000013.10	32969070	32971034	-	NM_000059	INTRON	715	0	0	0	0	0	0	0	793	0
NC_000017.10	41197819	41199659	+	NM_007294	INTRON	3773	0	0	0	0	0	2	0	1344	0
NC_000017.10	41228628	41234420	-	NR_027676	INTRON	2632	15	9	697	0	15	117	1136	470	19
NC_000017.10	41276119	41276753	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	66	0
NC_000013.10	32937670	32944538	+	NM_000059	INTRON	11347	29	32	1792	341	33	262	0	704	44
NC_000013.10	32915332	32920954	+	NM_000059	INTRON	97	0	0	0	0	0	0	0	0	0
NC_000017.10	41219712	41222946	-	NM_007294	INTRON	2	0	0	0	0	0	0	0	0	0
NC_000017.10	41276132	41276412	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	16	0
NC_000013.10	32921033	32928997	-	NM_000059	INTRON	136	0	0	0	0	0	0	0	855	0
NC_000013.10	32945237	32949098	+	NM_000059	INTRON	0	0	5	0	0	1	0	0	0	0
NC_000017.10	41215390	41215890	+	NM_007294	INTRON	1321	0	0	13	0	0	0	0	1340	0
NC_000017.10	41256973	41258494	+	NM_007294	INTRON	91	0	0	0	0	0	0	0	50	0
NC_000013.10	32936830	32944538	+	NM_000059	INTRON	0	0	5	0	0	1	0	0	0	0
NC_000013.10	32900750	32903583	+	NM_000059	INTRON	0	0	0	0	0	0	1	0	0	0
NC_000017.10	41267796	41276033	+	NM_007294	INTRON	975	0	0	0	0	0	0	0	2486	0
NC_000013.10	32889705	32890558	+	NM_000059	INTRON	0	0	0	0	0	0	1	0	0	0
NC_000013.10	32890199	32890558	-	NM_000059	INTRON	0	0	0	0	0	0	0	0	254	0
NC_000017.10	41219712	41222945	+	NM_007294	INTRON	3	0	0	0	0	0	0	0	0	0
NC_000013.10	32919379	32920963	+	NM_000059	INTRON	12	0	0	0	0	0	0	0	0	0
NC_000017.10	41258550	41262481	-	NM_007297	INTRON	137	0	0	48	0	0	3	0	85	2
NC_000013.10	32903629	32905055	+	NM_000059	INTRON	1190	7	4	292	231	27	186	0	772	40
NC_000017.10	41201211	41202078	-	NM_007294	INTRON	30	2	6	0	1	0	1	0	0	0
NC_000017.10	41242370	41242960	+	NM_007294	INTRON	0	0	0	0	0	0	0	98	0	0
NC_000013.10	32900401	32900644	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	20	0
NC_000017.10	41223016	41380915	-	NM_007294	INTRON	0	0	0	1	0	0	0	0	0	0
NC_000017.10	41262597	41267742	+	NM_007294	INTRON	8	0	0	0	0	0	0	0	7	0
NC_000017.10	41234592	41247862	+	NM_007294	INTRON	0	0	0	0	0	0	0	77	0	0
NC_000017.10	41267796	41268453	+	NM_007294	INTRON	14	0	0	0	0	0	0	0	0	0
NC_000013.10	32945205	33163454	+	NM_000059	INTRON	1	0	0	0	0	0	0	0	0	0
NC_000017.10	41243049	41249260	-	NM_007294	INTRON	61	4	0	79	0	3	13	744	158	0
NC_000017.10	41246877	41249260	-	NM_007294	INTRON	4	0	0	0	0	0	0	0	0	0
NC_000017.10	41256973	41262481	-	NM_007294	INTRON	1	0	0	0	0	0	0	0	0	0
NC_000013.10	32915333	32920963	-	NM_000059	INTRON	0	0	0	0	0	0	0	0	5	0
