chr	start	end	strand	NM	intron	SAMPLE01_S12_L001_R.txt	SAMPLE02_S6_L001_R.txt	SAMPLE03_S8_L001_R.txt	SAMPLE04_S5_L001_R.txt	SAMPLE05_S2_L001_R.txt	SAMPLE06_S4_L001_R.txt	SAMPLE07_S1_L001_R.txt	SAMPLE08_S11_L001_R.txt	SAMPLE09_S16_L001_R.txt	SAMPLE10_S7_L001_R.txt	SAMPLE11_S15_L001_R.txt	SAMPLE12_S10_L001_R.txt	SAMPLE13_S20_L001_R.txt	SAMPLE14_S14_L001_R.txt	SAMPLE15_S18_L001_R.txt	SAMPLE16_S19_L001_R.txt	SAMPLE17_S17_L001_R.txt	SAMPLE18_S9_L001_R.txt	SAMPLE19_S13_L001_R.txt	SAMPLE20_S3_L001_R.txt
chr2	64118440	64147034	+	NM_001001521	INTRON	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1	160260399	160260443	-	NM_001098398	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
chr10	5494488	5494787	+	NM_001047160	INTRON	0	1	0	4	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
chr17	41104685	41105740	-	NM_001136042	INTRON	0	0	0	0	1	0	0	0	0	2	0	2	0	0	0	2	0	0	0	0
chr22	29611028	29621121	+	NM_001267895	INTRON	0	2	0	2	0	0	0	0	3	0	0	1	0	4	0	0	0	2	2	2
chr2	128029029	128030416	-	NM_000122	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
chr10	43101538	43127376	-	NM_001305040	INTRON	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
chr16	11073203	11118718	+	NM_001243403	INTRON	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1	201371123	201380510	+	NM_003281	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
chr1	3440810	3496388	-	NR_030277	INTRON	2	0	6	1	1	0	2	0	0	0	0	10	0	0	1	0	0	0	0	0
chr13	113439571	113459270	+	NM_015205	INTRON	25	39	31	16	4	2	3	40	4	14	38	5	34	28	31	22	6	5	27	26
chr11	33374781	33374843	+	NM_001048200	INTRON	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
chr19	55144211	55144439	+	NM_001081637	INTRON	2	0	0	2	2	0	0	0	0	0	2	0	1	0	2	0	0	0	0	3
chr1	10657801	10659294	+	NM_004565	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
chr10	76132147	76153898	+	NM_001123	INTRON	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	2
chr15	52668755	52671821	-	NM_000259	INTRON	69	47	56	82	35	17	53	110	28	60	41	61	98	32	96	87	37	35	70	32
chr11	76075476	76076895	-	NR_130898	INTRON	16	9	3	7	15	1	3	24	3	0	25	0	26	9	5	3	2	5	13	2
chr15	44085280	44085872	+	NM_001018108	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr2	228146282	228146419	-	NR_102371	INTRON	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1
chr20	55966874	55967452	+	NM_001291780	INTRON	17	11	5	13	11	0	15	20	13	8	8	2	2	5	0	19	3	2	16	5
chr8	101724639	101724676	-	NM_002568	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
chr9	100767435	100769915	+	NM_006401	INTRON	2	1	1	0	0	0	0	0	1	0	6	2	1	1	0	0	0	0	7	0
chr19	5137349	5137631	-	NM_015015	INTRON	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16	842344	842438	+	NM_022092	INTRON	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
chr7	108137199	108137936	-	NM_001256007	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
chr17	8192839	8192879	+	NM_201520	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
chr2	74759841	74759992	+	NM_001289164	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
chr3	191047512	191072044	+	NM_198152	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
chr11	116824823	116827452	-	NM_001281748	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
chr6	42615908	42618108	+	NM_015255	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
chr13	27828371	27829387	+	NM_000982	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
chr17	27049798	27049858	+	NM_000984	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
chr5	132161874	132163152	-	NM_133456	INTRON	2	2	1	3	0	5	0	6	0	0	0	2	5	0	2	2	4	0	0	1
chr15	40324438	40324957	+	NM_001013703	INTRON	241	144	128	182	190	220	238	327	221	227	129	218	146	273	198	184	212	197	223	194
chr1	17961511	17964387	+	NM_001011722	INTRON	0	0	0	0	0	2	0	2	0	1	0	2	0	0	0	0	0	0	0	0
chr13	27827908	27828389	+	NM_000982	INTRON	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
chr22	24036584	24037359	-	NR_024448	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
chr7	120478966	120496751	-	NM_012338	INTRON	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1
chr3	49397815	49405860	-	NM_001313943	INTRON	5	7	2	3	5	0	0	10	2	2	13	3	11	6	4	3	4	0	9	10
chr1	12393423	12395761	-	NM_015378	INTRON	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20	37275769	37278399	+	NM_001164431	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
chr11	102192777	102196196	+	NM_001165	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
chr19	14517772	14517900	+	NM_001025160	INTRON	10	2	4	5	4	2	2	1	1	2	0	1	2	6	3	8	1	0	14	2
chr7	75114247	75418362	-	NM_001099415	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
chr3	185644522	185649364	+	NM_004593	INTRON	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	3	0
chr6	111806064	111808545	+	NR_034111	INTRON	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
chr15	41102414	41102585	+	NM_001077268	INTRON	2	0	0	4	3	0	2	5	0	3	1	9	1	2	4	2	3	2	3	5
chrX	11129953	11130138	+	NM_001122608	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
chr15	66792638	66793293	-	NM_000968	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
chr2	242206042	242206208	-	NM_001243900	INTRON	0	0	0	0	2	0	0	0	0	0	0	0	0	2	2	0	1	0	1	0
chr3	155621749	155623948	+	NM_003875	INTRON	273	264	153	203	289	128	258	669	237	253	314	163	265	333	284	366	223	162	263	250
chr18	34288358	34292852	-	NM_001281739	INTRON	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1	104068568	104068688	+	NM_017619	INTRON	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0
chr2	37364160	37365412	-	NM_001135651	INTRON	382	203	82	286	404	75	320	731	270	235	461	284	574	458	393	354	231	184	629	300
chr1	200974820	200977896	-	NM_001252100	INTRON	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr4	124571484	124573941	+	NR_027105	INTRON	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0
chr11	66582556	66583523	+	NM_001302084	INTRON	0	0	0	0	0	0	0	1	2	0	0	7	0	0	0	0	0	1	0	0
chr7	102114873	102208487	-	NM_006234	INTRON	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9	92033033	92041560	-	NM_001142287	INTRON	0	0	2	0	0	0	0	4	2	2	2	0	0	3	1	0	0	0	0	0
chr13	49765520	49771012	+	NM_001079673	INTRON	167	120	96	150	150	85	141	277	179	220	139	170	119	118	217	149	142	113	130	102
chr3	72148162	72149054	-	NR_104116	INTRON	3	46	68	32	71	13	14	36	8	27	34	5	25	51	29	38	57	28	52	43
chr3	191087825	191097449	+	NM_178335	INTRON	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	5	3
chr19	49166800	49167017	-	NM_145807	INTRON	0	0	0	0	0	0	0	0	1	0	2	0	0	0	6	0	0	0	0	0
chr1	54389620	54405657	-	NM_001316935	INTRON	1	0	2	4	2	6	14	3	3	5	4	2	0	8	6	5	1	4	2	0
chr19	46280652	46280924	-	NM_001081563	INTRON	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
chr15	85643297	85643386	+	NM_001243137	INTRON	131	98	82	137	95	217	192	268	228	136	93	175	75	62	109	71	70	112	85	45
chr5	137715953	137717039	+	NM_016604	INTRON	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr15	40683720	40684166	+	NM_001142761	INTRON	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12	56500453	56500486	+	NM_006191	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
chr10	22605485	22606785	+	NM_001204062	INTRON	0	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	2
chr16	24833468	24834194	+	NM_001330520	INTRON	123	93	91	113	98	101	131	146	154	153	109	122	141	115	161	135	101	117	224	102
chr17	59981946	59984768	-	NM_001330417	INTRON	44	23	7	36	40	25	25	78	23	14	47	22	29	29	34	27	14	22	54	30
chr6	74227864	74227928	-	NM_001402	INTRON	0	1	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0
chr1	31414119	31414844	-	NM_001020658	INTRON	159	160	135	140	124	97	203	358	165	146	208	124	202	177	191	201	90	154	388	127
chr11	18422557	18424386	-	NM_001165414	INTRON	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2
chr17	37006643	37006709	-	NM_000978	INTRON	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
chr7	102944414	102952719	+	NM_004279	INTRON	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr22	50662685	50662756	-	NM_020461	INTRON	4	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	7
chr10	94214296	94220947	-	NM_001165946	INTRON	3	0	0	7	2	2	0	9	4	3	10	1	3	7	4	0	0	0	0	0
chr7	1049832	1051677	+	NM_001134395	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
chr16	66996430	67194382	+	NM_001185177	INTRON	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
chr2	3462286	3464033	+	NM_001321102	INTRON	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
chr11	116741117	116744196	-	NM_001281748	INTRON	33	65	58	42	33	31	65	108	42	55	66	42	70	57	105	109	45	94	209	55
chr12	120634539	120634562	-	NM_001002	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr2	68615622	68620279	+	NM_002664	INTRON	2	0	6	1	2	0	2	0	2	3	3	0	1	1	0	4	0	0	12	0
chr4	845762	853393	-	NM_001318134	INTRON	243	162	185	146	246	150	163	264	157	164	194	280	227	294	398	265	199	256	477	263
chr17	53342960	53344136	+	NM_001330375	INTRON	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19	8553609	8801330	+	NM_001297418	INTRON	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
chr10	89005969	89037950	-	NR_024397	INTRON	0	0	0	0	0	0	0	0	4	0	2	0	0	1	0	2	0	0	1	0
chrX	119072773	119077183	-	NM_024528	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr5	134074482	134076755	+	NM_001745	INTRON	0	4	0	2	0	0	0	0	2	0	0	0	1	1	0	4	1	0	0	4
chr5	149826473	149827207	-	NM_001025070	INTRON	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5	179297495	179298470	-	NM_015043	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
chr3	4847951	4852961	+	NM_001099952	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
chr4	17842444	17843932	+	NM_153686	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
chr17	12883550	12887847	+	NM_001321164	INTRON	2	26	16	14	0	2	0	10	0	1	2	7	5	7	23	4	16	1	15	2
chr3	112724789	112727017	-	NM_001319109	INTRON	5	4	3	7	3	4	3	4	0	0	6	2	8	3	4	4	7	3	12	4
chr7	128043808	128090355	-	NM_000883	INTRON	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0
chr2	159922483	159946095	+	NM_001145909	INTRON	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	3	3	0	2	0
chr7	100479035	100479669	+	NM_001128852	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
chr6	41309887	41315181	+	NM_001199509	INTRON	0	0	0	0	1	1	0	1	0	0	0	1	2	0	0	0	0	0	0	2
chr7	99830723	99831281	+	NM_178831	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
chr9	86591943	86714682	-	NM_001318186	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
chr16	11794420	11808209	-	NM_001303447	INTRON	2	6	2	6	0	0	1	4	0	0	2	9	8	4	6	8	4	9	3	2
chr1	25558701	25558934	-	NM_015484	INTRON	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1	116670960	116690844	+	NM_152367	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
chr2	61699224	61709761	+	NM_003400	INTRON	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr15	90138842	90142554	-	NM_001308025	INTRON	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
chr8	143396453	143425326	-	NM_001291931	INTRON	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chr1	1310170	1322614	-	NM_001127229	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
chr14	39870460	39870901	-	NM_203301	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
chr14	60752459	60758114	+	NM_177951	INTRON	0	1	4	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
chr3	128001505	128060075	+	NM_021937	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0
chr19	19257656	19257844	-	NM_001145785	INTRON	0	1	5	1	1	0	1	2	4	4	0	2	1	2	5	1	5	2	16	3
chr15	75631685	75632042	+	NM_001284377	INTRON	160	206	130	208	173	174	178	208	182	153	146	195	107	227	280	144	115	218	215	213
chr5	59943360	59982762	-	NM_001145208	INTRON	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10	127564037	127569898	+	NM_018180	INTRON	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10	70182647	70190192	-	NM_001080449	INTRON	80	58	33	48	47	20	53	212	42	20	48	26	37	76	49	60	42	45	86	51
chr7	5256554	5256720	+	NM_001033518	INTRON	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
chr18	9195696	9211581	+	NM_015208	INTRON	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
chr1	161165235	161165964	+	NM_001320336	INTRON	0	0	0	4	0	0	4	3	0	1	0	0	4	2	0	0	1	0	0	4
chr17	37356996	37357465	+	NM_001330200	INTRON	20	36	19	30	20	28	24	41	21	43	49	39	86	44	55	46	58	31	69	40
chr10	79590631	79593661	-	NM_004747	INTRON	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17	42786734	42800247	+	NM_025104	INTRON	32	43	37	55	57	14	47	73	52	31	46	33	33	56	67	96	22	40	98	32
chr2	99796168	99802639	+	NM_001320417	INTRON	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
chr6_ssto_hap7	4042572	4144668	+	NM_002122	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
chr17	1543036	1543741	-	NR_028075	INTRON	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
chr14	105179943	105180539	-	NM_001031714	INTRON	2	0	0	4	0	0	0	0	0	0	0	3	0	2	0	0	0	2	0	0
chr12	32893206	32893342	+	NM_001278463	INTRON	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
chr6	107011801	107016346	+	NM_001624	INTRON	312	763	207	419	682	354	763	729	236	217	359	328	205	993	308	1182	446	226	1497	667
chr9	34610884	34612060	-	NM_148178	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
chr17	74527773	74546943	-	NM_134268	INTRON	0	0	0	0	0	0	0	0	0	0	2	4	0	0	2	0	0	0	0	0
chr6	116439108	116542216	+	NM_000493	INTRON	573	336	92	384	441	194	589	1113	404	323	178	348	200	386	430	403	301	184	335	250
chr18	21752447	21759701	-	NM_001242508	INTRON	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chr22	24236657	24237047	+	NR_038911	INTRON	0	0	0	2	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
chr12	111099253	111115352	-	NM_001040107	INTRON	2	4	1	2	0	0	2	8	2	2	2	1	5	2	2	2	4	0	6	0
chr2	2952355	3482657	+	NR_110228	INTRON	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
chr8	104066214	104068095	+	NM_001695	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr16	58065038	58071375	+	NM_002428	INTRON	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17	36059209	36060987	-	NM_000458	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr5	115205825	115249058	+	NM_001002924	INTRON	3	2	2	4	0	5	9	5	3	0	2	0	2	6	3	3	7	4	2	7
chr3	57656275	57657982	-	NM_152678	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
chr2	86259505	86259747	-	NM_015425	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
chr3	134670894	134682435	+	NM_004441	INTRON	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chr5	74889099	74889790	+	NM_001345921	INTRON	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	0
chr10	28824686	28824838	+	NM_016628	INTRON	1	1	0	0	2	0	0	3	0	2	0	2	0	1	2	0	1	2	3	1
chr1	21107033	21113006	-	NM_016287	INTRON	27	21	21	47	22	8	14	40	28	24	23	29	28	36	37	39	11	16	39	29
chr5	64907708	64909924	-	NM_001656	INTRON	12	7	1	10	18	1	8	26	5	4	12	14	5	6	21	8	10	10	22	4
chr9	135894966	135896299	+	NR_132980	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr5	147806809	147807310	+	NM_030793	INTRON	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
chr6	97616116	97618622	-	NM_198468	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
chr21	34124922	34161318	-	NR_027873	INTRON	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr2	179393154	179394967	-	NM_001256850	INTRON	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr12	114395855	114397016	-	NM_001146698	INTRON	61	92	38	60	80	26	55	156	59	60	70	63	84	64	157	99	76	68	143	56
chr4	25270825	25291990	+	NM_018323	INTRON	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10	127489059	127495981	-	NM_001324039	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
chr17	48460596	48462478	+	NM_018509	INTRON	2	4	0	3	11	4	0	0	4	2	4	0	0	0	4	2	0	0	4	0
chr2	134947819	135075099	+	NM_002410	INTRON	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11	126136173	126136363	-	NM_001177842	INTRON	5	1	3	4	8	0	3	2	4	1	5	2	7	0	2	2	4	0	24	3
chr1	161008463	161008669	-	NM_001113205	INTRON	181	229	70	251	338	132	460	262	271	264	151	359	207	215	145	295	239	202	158	260
chr7	101930380	101943811	+	NM_020979	INTRON	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr18	8625992	8633186	+	NM_001025300	INTRON	2	0	0	0	0	0	0	3	0	0	1	0	2	0	0	0	0	2	5	0
chr16	31503426	31503515	-	NM_022744	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
chr2	37450540	37454686	-	NM_005760	INTRON	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	6	0
chr16	11778101	11778830	-	NM_001303447	INTRON	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10	12288664	12291579	+	NM_006023	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
chr3	196664502	196666121	-	NM_001308036	INTRON	5	0	2	3	2	0	3	2	13	1	2	9	1	3	5	12	2	0	10	0
chr3	193151706	193153411	-	NM_032279	INTRON	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0
chr11	102188302	102192567	+	NM_001165	INTRON	253	170	81	238	325	32	131	420	165	140	215	97	336	134	210	125	107	91	248	105
chr20	61711774	61713533	+	NR_033370	INTRON	0	0	0	0	0	0	0	2	0	2	0	0	1	0	0	0	0	1	0	0
chr1	167974031	167992225	+	NM_001198956	INTRON	68	58	48	58	126	41	61	136	70	65	60	72	92	101	67	77	51	78	68	62
chr11	63531341	63532339	-	NM_001144936	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr1	43783080	43783234	-	NM_001253357	INTRON	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5	150422213	150496722	-	NM_001252385	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
chr1	44173883	44175041	-	NR_125986	INTRON	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
chr12	110341019	110341741	+	NM_001143852	INTRON	28	30	23	29	56	24	49	88	26	17	58	31	59	48	45	34	29	27	77	50
chr15	40412076	40688998	-	NM_001211	INTRON	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13	46730705	46733733	-	NM_002298	INTRON	2	2	0	0	0	0	0	4	0	0	0	1	3	0	2	0	0	0	2	0
chr11	77319630	77320835	-	NM_173039	INTRON	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0
chr20	40179999	40181607	-	NM_032221	INTRON	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chr1	28162898	28165209	+	NM_002713	INTRON	0	1	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0
chr17	1380830	1666061	-	NM_001080779	INTRON	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr4	128751826	128754369	+	NM_001317381	INTRON	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chrX	62898452	62917127	-	NM_001173479	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
chr11	122932818	123109431	-	NM_006597	INTRON	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr17	1554722	1561997	-	NM_006445	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
chr16	3352009	3353758	-	NM_033208	INTRON	1	0	0	2	2	0	0	0	3	3	0	2	3	2	1	3	0	5	0	0
chr6	101053565	101054615	-	NM_006828	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
chr12	113400539	113445580	+	NM_006187	INTRON	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr16	2093727	2093828	-	NM_001318193	INTRON	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4	169206086	169206543	-	NM_017631	INTRON	24	29	7	44	59	0	24	72	29	13	42	22	54	26	52	16	6	11	65	21
chrX	135303122	135304551	-	NM_001173516	INTRON	102	74	103	103	95	127	71	160	130	93	96	92	85	127	95	109	80	68	135	88
chr3	23853001	23942337	+	NM_001202476	INTRON	0	0	0	0	0	0	0	2	1	0	0	2	0	0	0	0	0	0	0	0
chr16	20920100	20922504	+	NM_001302835	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
chr7	128282335	128288841	+	NR_024368	INTRON	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0
chr12	88512918	88513890	-	NM_025114	INTRON	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0
chr17	26521734	26523173	+	NM_016231	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
chr15	76576115	76577193	-	NM_000126	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
chr1	43162883	43166493	+	NM_004559	INTRON	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
chr18	72186294	72186315	+	NM_001168499	INTRON	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19	39328119	39328234	-	NM_001005335	INTRON	2	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	1	3	0	0
chr14	20852391	20852758	-	NM_001319035	INTRON	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0
chr5	65372236	65372702	-	NM_001006600	INTRON	0	2	0	0	0	0	2	0	0	2	0	0	0	0	0	2	0	0	0	0
chr21	47649180	47656137	+	NR_110567	INTRON	1	1	0	6	8	0	0	6	2	2	6	0	2	1	2	0	3	1	0	0
chr8	135490964	135521861	+	NM_001029939	INTRON	0	0	0	2	0	10	0	0	4	0	0	0	0	0	0	0	0	1	4	0
chr1	153955704	153955758	-	NM_001272038	INTRON	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19	50105175	50117801	+	NM_020719	INTRON	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
